metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),F1(B),F1(M)
0.6557291480952878,0.5583155576679287,0.6131900313617633,0.45711054743894985,0.653877620558605,0.5580702314314931,0.6108218246258303,0.4178602528893621,0.6031141740662394,0.6021870238621392
