metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),F1(B),F1(M)
0.8941058689271163,0.8570913995877442,0.908744561325106,0.8061121441078459,0.8946324187964697,0.8552565175867819,0.9069348190729194,0.78901822650402,0.8752074530452653,0.8745014510481264
