metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),F1(B),F1(M)
0.8435881255238111,0.7965068132652763,0.8637401672035138,0.7353769326733708,0.8439222929135587,0.796876706333084,0.8640117938064751,0.7161671165543299,0.8193717005986159,0.8197250455257393
