metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),F1(B),F1(M)
0.8812221092663794,0.8112036766597683,0.8798626156357917,0.7686466853073524,0.8818473277278389,0.8138273132043776,0.8813064374481124,0.7523205005034199,0.8447645042226473,0.8464730486110936
