metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M)
0.8786642370557917,0.8051478317021845,0.8806371489383283,0.7749160086620689,0.881796672467547,0.8078586397502285,0.8819476905703468,0.7587927382619234
0.860596335693372,0.8401203957802288,0.8926736614273704,0.7841228762787554,0.857349117648221,0.8478904132005475,0.8937914384549922,0.7665824272605247
0.8878242102447698,0.8325309222317774,0.8866922840136525,0.7776523825564601,0.8883533355726757,0.832958677900641,0.8875145971589863,0.7569861323357342
0.8907754683523862,0.780355890638728,0.862778918259455,0.7429716908599189,0.8908244262170097,0.7803841049731471,0.8638027508527835,0.7271433973105826
0.8882502949855767,0.7978633429459223,0.8765310655401528,0.7635704681795585,0.8909130867337413,0.8000447301973239,0.8794757102034535,0.7520978073483351
