metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),F1(B),F1(M)
0.8534502127256707,0.8181945356543142,0.8751302803111173,0.754676884466501,0.8550376826814994,0.8186156157799667,0.8763316971516325,0.7376875393114141,0.835450595806169,0.8364303404615873
