metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),F1(B),F1(M)
0.8651947763648877,0.8196265449816013,0.8803147743359278,0.7654513473977707,0.867278095184284,0.8211177682919579,0.8815212848721039,0.7512556551627029,0.841794433989414,0.843566925756378
