,test,F1(B),F1(M),mAP50(B),mAP50(M),mAP50-95(B),mAP50-95(M)
0,1280sz,0.8385890514198359,0.8391978850757489,0.8764152556228911,0.8763036096575336,0.7652124956455248,0.7499136625508045
