,test,F1(B),F1(M),mAP50(B),mAP50(M),mAP50-95(B),mAP50-95(M)
0,1280sz,0.8424632073466867,0.8448491674257934,0.8835612939459925,0.8844437770899383,0.7729371697903615,0.756476665656323
