,test,F1(B),F1(M),mAP50(B),mAP50(M),mAP50-95(B),mAP50-95(M)
0,1280sz,0.8403290957837927,0.8426468302186768,0.8809322485944246,0.8821851633323275,0.7689906450730335,0.7525557525433533
