,test,F1(B),F1(M),mAP50(B),mAP50(M),mAP50-95(B),mAP50-95(M)
0,1280sz,0.8390256209787392,0.8408366631245533,0.8790247734605658,0.8803484326209146,0.7579588982972575,0.7419933559345214
