,test,F1(B),F1(M),mAP50(B),mAP50(M),mAP50-95(B),mAP50-95(M)
0,1280sz,0.8461595276673897,0.8474070858069525,0.8835558207118261,0.8842018705852848,0.7649016704755446,0.7475153798605956
