metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),F1(B),F1(M)
0.8826283919028224,0.8200610016166994,0.884485330578122,0.7646000890724598,0.8846064063609027,0.8219647169763347,0.8861245990096362,0.7477102482474469,0.850195139376566,0.8521358934258796
