fold_idx,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M)
1,0.8878606829923898,0.8110609186721134,0.8795330678112784,0.7706585218534112,0.8890417828537975,0.8120609756040359,0.8822244063890113,0.751813850133421
2,0.8835109840350331,0.8138012601962314,0.8920166088630046,0.7749317618707099,0.8845590716664307,0.814428980578037,0.8929049712808711,0.7588153955056517
3,0.8869621098274278,0.8378988184465033,0.894160988979348,0.7706236977893515,0.892269872041215,0.8425126750649491,0.8974307101096833,0.7539697133789344
4,0.8788081666166172,0.8158960411088726,0.8705172379075435,0.7441834680299807,0.8777892649053742,0.815096779487017,0.8674462144174728,0.7253729802023102
5,0.8760000160426448,0.8216479696597765,0.8861987493294354,0.7626029958188459,0.8793720403376964,0.825724174147634,0.890616692851143,0.7485793020169172
