metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),F1(B),F1(M)
0.8774685670422931,0.8195806246515188,0.8830725878895418,0.7653519292665971,0.884925913857038,0.8159663354971582,0.884344904229797,0.7486109825715138,0.8475372897951312,0.8490482044239551
