metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),F1(B),F1(M)
0.8846133284001958,0.8200477592623499,0.8847777462548144,0.7516842613879571,0.8880772857966891,0.8187281466774557,0.884998494297269,0.7375120301061294,0.8511078043822804,0.8519938552722912
