metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),F1(B),F1(M)
0.8623790722558564,0.8120792774649945,0.8762530368019166,0.7574610936223262,0.8635527084662179,0.8136180358750401,0.8764328980378553,0.7407159233871047,0.8364736859716082,0.8378420156772007
