img_name;latitude;longitude;altitude
1.JPG;39.53360820791315;2.5901841197781885;0.5
1.JPG;39.53360821804153;2.590185113776422;0.5
1.JPG;39.53360847482209;2.5901851094226713;0.5
1.JPG;39.5336084646937;2.5901841154244334;0.5
1.JPG;39.53360820791315;2.5901841197781885;0.5
1.JPG;39.53360821804153;2.590185113776422;0.5
1.JPG;39.53360847482209;2.5901851094226713;0.5
1.JPG;39.5336084646937;2.5901841154244334;0.5
1.JPG;39.53360820791315;2.5901841197781885;0.5
1.JPG;39.53360821804153;2.590185113776422;0.5
1.JPG;39.53360847482209;2.5901851094226713;0.5
1.JPG;39.5336084646937;2.5901841154244334;0.5
1.JPG;39.53360820791315;2.5901841197781885;0.5
1.JPG;39.53360821804153;2.590185113776422;0.5
1.JPG;39.53360847482209;2.5901851094226713;0.5
1.JPG;39.5336084646937;2.5901841154244334;0.5
1.JPG;39.53360820791315;2.5901841197781885;0.5
1.JPG;39.53360821804153;2.590185113776422;0.5
1.JPG;39.53360847482209;2.5901851094226713;0.5
1.JPG;39.5336084646937;2.5901841154244334;0.5
1.JPG;39.53360820791315;2.5901841197781885;0.5
1.JPG;39.53360821804153;2.590185113776422;0.5
1.JPG;39.53360847482209;2.5901851094226713;0.5
1.JPG;39.5336084646937;2.5901841154244334;0.5
1.JPG;39.53360820791315;2.5901841197781885;0.5
1.JPG;39.53360821804153;2.590185113776422;0.5
1.JPG;39.53360847482209;2.5901851094226713;0.5
1.JPG;39.5336084646937;2.5901841154244334;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
1.JPG;39.53360821878873;2.5901851251354726;0.5
1.JPG;39.533608475517546;2.590185121167284;0.5
1.JPG;39.53360846628003;2.5901841271545814;0.5
1.JPG;39.53360820955122;2.5901841311227733;0.5
