metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),F1(B),F1(M)
0.8436048542536655,0.8220564952710306,0.8754217163810443,0.7417632935207608,0.8444706317759044,0.8222322298105438,0.8760957649933625,0.7277931221989833,0.832691291155057,0.8332030700585751
