,test,F1(B),F1(M),mAP50(B),mAP50(M),mAP50-95(B),mAP50-95(M)
0,1280sz,0.723559729992745,0.7268121023662213,0.7455813379667455,0.749530468120281,0.621101213729267,0.6170489128780194
