,test,F1(B),F1(M),mAP50(B),mAP50(M),mAP50-95(B),mAP50-95(M)
0,1280sz,0.8192405609069013,0.8155844482664285,0.8528659366537383,0.8460999503890083,0.7176387028101973,0.6666987127209675
