,test,F1(B),F1(M),mAP50(B),mAP50(M),mAP50-95(B),mAP50-95(M)
0,1280sz,0.8413439716617889,0.8425695036084646,0.873867011907271,0.8747483730809448,0.7496042486566404,0.7346670045382278
