metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),F1(B),F1(M)
0.8686367871381784,0.8175426415965583,0.878761348753726,0.7563946158025325,0.8703257803359682,0.8189619197939908,0.8809532594750491,0.7405585899789779,0.8423155939908119,0.8438629747381858
